65,(-4.1 * 37) + -50,-201.7
66,25 + -22,3
67,(5 + -35) / 2,-15
68,1 - (5.2 * -23),120.6
69,(3.6 / -14) + 21,20.7428571429
70,(-17 - 32) * -26,1274
71,(-28 * 1.2) * 13,-436.8
72,(-28 / -6) * 7.8,36.4
73,(24 / 0.4) - 4.6,55.4
74,(-20 + -33) / -1,53
75,5 / (6.7 * -6.8),-0.1097453907
76,29 * (-10 - 5.6),-452.4
77,-13 * (17 * -5.7),1259.7
78,9.1 - (9 + -12),12.1
79,(-44 + 18) * -36,936
80,26 * (-43 - 21),-1664
81,-4.8 * (42 * 12),-2419.2
82,(-16 * 17) / -8,34
83,8 * -43,-344
84,(-41 + 19) / 8.6,-2.5581395349
85,9 * (43 * 25),9675
86,(49 / -33) + 4.6,3.1151515152
87,-28 * (-11 * 10),3080
88,7 - 1.2,5.8
89,(-3.3 - 35) * -5,191.5
90,(14 + -30) - 28,-44
91,-24 - (-23 - -6.9),-7.9
92,-38 * (8 / 29),-10.4827586207
93,(-32 * 2) / -38,1.6842105263
94,-3.7 + 2.1,-1.6
95,(-2.3 / 21) / -19,0.005764411
96,46 + (16 + 34),96
97,-0.8 / (15 * 32),-0.0016666667
98,-18 / (-16 * 5.4),0.2083333333
99,(-2.1 - -27) - -13,37.9
100,(4 / -8) * -18,9
101,-2 + -28,-30
102,(-41 / -4) * -29,-297.25
103,(1 * 48) + 19,67
104,(-18 - -3) - 16,-31
105,(-46 - -9.1) - -8.4,-28.5
106,-1.1 + (33 + 0.9),32.8
107,2.4 - (41 - 36),-2.6
108,-38 - 4,-42
109,(49 - 47) - 1,1
110,(-8 / 4.6) / 7.5,-0.231884058
111,(-49 + -37) - 0.3,-86.3
112,(9.7 - -22) + 14,45.7
113,(-3.7 / 5.3) - 5.9,-6.5981132075
114,37 / (-0.2 * -4.4),42.0454545455
115,(-44 - -1.1) * 25,-1072.5
116,-42 - (-5.8 + -34),-2.2
117,(8 / 48) - 44,-43.8333333333
118,(-0.2 - -1.5) - -15,16.3
119,-27 * -45,1215
120,-37 * (-27 + -13),1480
121,-50 + (44 * 3.3),95.2
122,50 / (-9.3 - 8.5),-2.808988764
123,-36 / 43,-0.8372093023
124,24 * (48 + -41),168
125,(-9 / -3.3) * -1.8,-4.9090909091
126,-36 + -4.5,-40.5
127,-2 - 1.8,-3.8
128,-36 * (-8.1 + -4),435.6
129,(-21 - -11) * 1.8,-18
130,6.1 / -30,-0.2033333333
131,-17 / (-29 - 5),0.5
132,28 / 5.1,5.4901960784
133,-47 * (4 + -8.9),230.3
134,-1 * 6,-6
135,-39 + (-8.3 + -1.9),-49.2
136,-37 - 31,-68
137,(-29 / -11) / 4,0.6590909091
138,(-6 - -20) / 5,2.8
139,-12 - 44,-56
140,19 / (3.4 / 40),223.5294117647
141,7.5 * -27,-202.5
142,47 + 26,73
143,(30 + -36) * -2.7,16.2
144,24 * (-8.7 * -44),9187.2
145,(1 * -33) * -16,528
146,-5 - (9.1 + -5.6),-8.5
147,47 / (25 * 0.2),9.4
148,33 - (-20 / 22),33.9090909091
149,5.8 + (-36 / -30),7
150,14 * (0.4 / -2.8),-2
151,6.9 * (49 - -30),545.1
152,(-9 * -32) * 5.1,1468.8
153,2.8 * 3.7,10.36
154,-4 / -16,0.25
155,9.2 - (26 / 19),7.8315789474
156,6.8 * (-15 + -44),-401.2
157,-9.5 / -31,0.3064516129
158,(-7 / 1.9) * 5,-18.4210526316
159,-40 * -6,240
160,-45 + -3.9,-48.9
161,-7.9 - (32 + 2.4),-42.3
162,(-39 - -29) * 9.3,-93
163,-0.1 * 0.4,-0.04
164,-10 * (-6 - -49),-430
165,2 * (-32 + -31),-126
166,-33 / (-33 - 45),0.4230769231
167,39 * (32 - -25),2223
168,21 + (-12 + -1.5),7.5
169,(37 - 30) + -41,-34
170,(-2 - 1) * 1,-3
171,9.3 * -40,-372
172,-48 * -8.3,398.4
173,-6.8 - (-33 + -15),41.2
174,(-24 + -4) / 48,-0.5833333333
175,1 * (46 / 3),15.3333333333
176,1 + -4.6,-3.6
177,-4.3 + (-1 + -36),-41.3
178,-1.9 + (15 + 41),54.1
179,5.2 - 5,0.2
180,-33 / 14,-2.3571428571
181,8.4 / (-2.2 - 23),-0.3333333333
182,-6.6 - -3.2,-3.4
183,(30 - -43) / 21,3.4761904762
184,(-23 / -49) - 6.7,-6.2306122449
185,-4.6 - -18,13.4
186,28 * (0.2 + -21),-582.4
187,-40 + -25,-65
188,24 * 25,600
189,-0.8 * 41,-32.8
190,18 - 13,5
191,(39 + -22) - -7.8,24.8
192,-2.3 + (33 * -5.4),-180.5
193,(38 + -11) / 46,0.5869565217
194,-38 / (-42 - 42),0.4523809524
195,45 + (3.8 - 36),12.8
196,-32 + (6 - -38),12
197,(-43 / -50) - -9,9.86
198,-3.7 * 9.7,-35.89
199,(-2 / -46) - 3.2,-3.1565217391
200,4 - (-1.7 * 21),39.7
201,(-2 * 13) * -19,494
202,(-8.3 - -50) / -14,-2.9785714286
203,39 - (-6.1 / 7.4),39.8243243243
204,-16 - (13 / 4.6),-18.8260869565
205,-21 / 19,-1.1052631579
206,-49 - (44 * -4.2),135.8
207,(27 - 0.3) - -6,32.7
208,-9.3 - 8.2,-17.5
209,-22 - -27,5
210,(2.7 - -20) * 16,363.2
211,(10 / -5.7) * -14,24.5614035088
212,(-1.4 * -2.8) + 4.1,8.02
213,43 / (-15 + 0.3),-2.925170068
214,(10 / 23) * 9,3.9130434783
215,1.3 / (43 * 9),0.0033591731
216,-41 - -9.3,-31.7
217,-6.8 - 23,-29.8
218,(-4.1 + 5.2) / -1.7,-0.6470588235
219,(24 + -44) * 44,-880
220,(1.4 / -1.6) + 19,18.125
221,6 + -45,-39
222,(-6.5 + -29) - 9.6,-45.1
223,(14 - -12) - 10,16
224,(34 * -41) + 47,-1347
225,5.2 / -7.9,-0.6582278481
226,39 / -35,-1.1142857143
227,-18 * (10 * -8),1440
228,-7.9 + (1.8 / 8),-7.675
229,12 - (-45 / 1),57
230,(-39 + 19) / 8.1,-2.4691358025
231,(-0.1 + 7.1) - -31,38
232,4 / 8.7,0.4597701149
233,9.9 - 1,8.9
234,-22 / (-20 * 34),0.0323529412
235,-6 * -45,270
236,(9 * 48) + 3.3,435.3
237,40 + -34,6
238,(45 / 9.3) / -27,-0.1792114695
239,-7.7 - (-32 + -42),66.3
240,-9 * (42 + 5),-423
241,-1 + 6.3,5.3
242,6.7 + (34 - 6.7),34
243,36 / 5,7.2
244,(-8.5 * 3) + -17,-42.5
245,(4.7 + -7.4) / -5.9,0.4576271186
246,14 * -0.3,-4.2
247,22 - -3,25
248,(-13 - -27) - -31,45
249,(-45 - -46) + 20,21
250,-34 * (-35 - 0.5),1207
251,7.5 - (-12 * -6),-64.5
252,-45 + (5.3 + 7),-32.7
253,(-1 / 24) - -34,33.9583333333
254,(-4.3 - -9.6) * -45,-238.5
255,-0.2 - -3.5,3.3
256,0.3 * -19,-5.7
257,-47 - (-1 * 2.9),-44.1
258,6.7 + (-36 - -8.1),-21.2
259,30 / 8.9,3.3707865169
260,27 + 0.1,27.1
261,28 / 9,3.1111111111
262,(34 + -4.2) / -41,-0.7268292683
263,-44 + (24 + 9.2),-10.8
264,(-5.8 - -7.8) / 12,0.1666666667
265,-2 - (14 / 8.9),-3.5730337079
266,(-17 - -43) - -44,70
267,-43 - (3 + -11),-35
268,36 / (-4 * -24),0.375
269,16 / (32 / -1.9),-0.95
270,(-46 + 50) * 3.7,14.8
271,0.5 + -16,-15.5
272,-1.7 - (14 * 3.5),-50.7
273,(-15 + 41) * -32,-832
274,(3.3 + 1.7) + -6.2,-1.2
275,16 + 42,58
276,7.9 - (-46 * -0.1),3.3
277,-18 * (4.8 - 46),741.6
278,34 - 2,32
279,15 / -24,-0.625
280,2.1 - (-49 - 5.9),57
281,-0.2 + 50,49.8
282,38 * -32,-1216
283,(-4.4 - -18) / -1.1,-12.3636363636
284,(-8.8 / -7.2) / -7.6,-0.1608187135
285,1 * -25,-25
286,12 / (9.1 / -0.4),-0.5274725275
287,(11 + 5) - 2,14
288,-4.3 / (-23 + -12),0.1228571429
289,45 / (16 / -31),-87.1875
290,-47 * (-21 * -43),-42441
291,-8 / 23,-0.347826087
292,-13 + (-0.9 - 11),-24.9
293,1 - -0.4,1.4
294,-4.3 * (-26 / -0.1),-1118
295,(-24 / -5) - -25,29.8
296,(38 / -23) + 2.7,1.047826087
297,19 - (11 + 9),-1
298,6 / -4.5,-1.3333333333
299,(31 * -1) * 28,-868
300,-24 * (-36 / 5),172.8
301,40 / -7,-5.7142857143
302,-34 * -15,510
303,-2 + (43 * 11),471
304,-39 + -13,-52
305,-26 - 2,-28
306,-4.8 + (-8.4 / -5.1),-3.1529411765
307,(47 + -4.9) * 25,1052.5
308,(-13 - 5.5) - 37,-55.5
309,12 + 42,54
310,(0.3 / 7) * 45,1.9285714286
311,6 + -38,-32
312,-1.1 + 3.7,2.6
313,-44 + (35 * -1.6),-100
314,0.6 * (32 * -4),-76.8
315,(13 * 3.9) / 9,5.6333333333
316,(20 + 7.6) - -23,50.6
317,-0.8 / (-40 - -12),0.0285714286
318,(7 + -6.1) - 29,-28.1
319,3.4 - (-7 + 6.6),3.8
320,0.8 * (-4.3 - 29),-26.64
321,(-8.4 / 49) / -5.6,0.0306122449
322,-25 / (-3.7 - 6),2.5773195876
323,-26 / -7.3,3.5616438356
324,10 / (-40 - -5),-0.2857142857
325,(-34 - 32) / -0.6,110
326,-45 + (46 - 7),-6
327,31 / (-10 * -22),0.1409090909
328,-4.8 / -9.6,0.5
329,(42 / -9.8) + -0.6,-4.8857142857
330,(35 * 2) / -2.1,-33.3333333333
331,2 - -9,11
332,-8 + (-1.2 + 48),38.8
333,(-9.7 / -6) / -30,-0.0538888889
334,(5 + 1.1) / -4.8,-1.2708333333
335,(30 * -15) / 23,-19.5652173913
336,(-25 * 14) * -36,12600
337,(-9.1 + -7.1) + 7.3,-8.9
338,(21 / -32) - -8.5,7.84375
339,-9.7 * 7,-67.9
340,-6.3 / (-28 + -22),0.126
341,-5.6 + 48,42.4
342,5.2 + (27 + 36),68.2
343,37 / 44,0.8409090909
344,(36 + 26) * 4,248
345,(19 / 20) / -27,-0.0351851852
346,-15 - (-9.6 - 44),38.6
347,(-24 - -32) + 5.9,13.9
348,-14 / (-34 - 9.4),0.3225806452
349,23 * -4,-92
350,(-2.3 * -5.3) * -9.9,-120.681
351,-35 * (13 * 9),-4095
352,28 - (44 * 9.2),-376.8
353,0.7 / 6.5,0.1076923077
354,1 + (-9.1 - -3.3),-4.8
355,3.6 * 3.7,13.32
356,(5.9 + -3) * -35,-101.5
357,-7.9 - (9 / -4),-5.65
358,18 / -15,-1.2
359,2 + (8.6 / -25),1.656
360,-43 + (3.8 + 31),-8.2
361,49 / (35 - -9.4),1.1036036036
362,-17 - -6.8,-10.2
363,(31 + 21) / -9.7,-5.3608247423
364,(-8.4 - -2) * -6.4,40.96
365,44 + (-29 * 25),-681
366,(10 + -34) + 1,-23
367,9.7 + (-43 - -4.4),-28.9
368,1 + 2.8,3.8
369,-8 / (37 + 3),-0.2
370,18 - (8.8 + 4),5.2
371,(14 / 1) / 43,0.3255813953
372,2.6 * (-42 - 25),-174.2
373,31 + (2.2 + 9),42.2
374,-6 * -48,288
375,5.5 / (-5.3 * -0.6),1.7295597484
376,-45 / 0.8,-56.25
377,-33 + (37 - 0.4),3.6
378,-4 * (-6.4 - 2.5),35.6
379,3.9 * (6.6 + -38),-122.46
380,5.7 / (47 + 18),0.0876923077
381,-0.3 - (24 - 5.4),-18.9
382,(-42 - 20) / -17,3.6470588235
383,-11 * 5,-55
384,-1.8 * (-8.5 + 9.2),-1.26
385,46 + 1.8,47.8
386,24 + (24 - -4),52
387,43 / -25,-1.72
388,-34 - 4.3,-38.3
389,3.4 * (-46 * 30),-4692
390,(-8.2 - -7.9) + 3.2,2.9
391,-0.6 / (0.4 / 0.5),-0.75
392,-6 * -13,78
393,(-0.1 / 8) / 4.5,-0.0027777778
394,26 / -26,-1
395,42 - -8,50
396,-3 + (25 * 26),647
397,30 * 0.9,27
398,4 - -2.1,6.1
399,6 - (0.4 + -0.9),6.5
400,(37 + 8.8) / -3.9,-11.7435897436
401,-35 / -6.3,5.5555555556
402,3.9 * 22,85.8
403,-42 / 31,-1.3548387097
404,46 - -2,48
405,2.7 / 2.5,1.08
406,46 + (48 - 20),74
407,2 - (-24 - -29),-3
408,43 / (-0.6 / 5.7),-408.5
409,-41 + -0.4,-41.4
410,(35 + 32) + -41,26
411,(-3 / 5.5) / -5.1,0.1069518717
412,-18 * 4.8,-86.4
413,35 + (-6.9 / 1.9),31.3684210526
414,-30 * (6.2 + -29),684
415,-19 + -21,-40
416,(19 - 16) - 46,-43
417,27 - (7 + 9),11
418,-48 * (-2.6 + -21),1132.8
419,-9 / (-4.8 / -45),-84.375
420,-3.4 + (-21 / -7),-0.4
421,5.5 * (-49 / 27),-9.9814814815
422,-5.6 - (1 + 27),-33.6
423,-0.3 * (-34 - -49),-4.5
424,-0.5 / (6.8 - -15),-0.0229357798
425,-16 + 2.9,-13.1
426,(16 - -41) - 3,54
427,(16 - 33) - 40,-57
428,(-30 + 47) + 0.6,17.6
429,-2.7 - -17,14.3
430,(-38 * 39) + -18,-1500
431,-8.3 - 19,-27.3
432,7 - (-46 * -48),-2201
433,-18 * -38,684
434,3.6 / 3,1.2
435,-0.8 - -28,27.2
436,5 + (-3 / 1),2
437,-4 - 33,-37
438,27 - (-2.5 - 23),52.5
439,43 / (2.7 * -7),-2.2751322751
440,12 - -11,23
441,-40 * (8.9 - -8),-676
442,(27 + -32) / 33,-0.1515151515
443,(41 / -3.4) - -31,18.9411764706
444,23 - 43,-20
445,(3.3 - 8) - -0.3,-4.4
446,47 + 7.2,54.2
447,(24 / -16) + -8.6,-10.1
448,12 - 2.4,9.6
449,(-35 * -46) / -6.3,-255.5555555556
450,-9 + (-1.1 + 1.3),-8.8
451,26 * 4,104
452,-7.4 / (14 * 4.2),-0.1258503401
453,23 - (-15 / 33),23.4545454545
454,(14 - -1.9) / 47,0.3382978723
455,(23 + 5.8) / 14,2.0571428571
456,8.7 / -44,-0.1977272727
457,-50 / 3.7,-13.5135135135
458,(7 * -45) * -8,2520
459,16 - (3 - 9.9),22.9
460,-48 + (14 + 7),-27
461,-11 * (-42 - -32),110
462,-0.6 + (11 * -6.2),-68.8
463,(15 + -40) - 47,-72
464,31 - 20,11
465,(-4.2 / 18) / 2,-0.1166666667
466,-42 - 8.2,-50.2
467,-28 * -29,812
468,-5 - -0.4,-4.6
469,-7.9 * (8 + 43),-402.9
470,-8 / (34 - -9),-0.1860465116
471,-50 - (-9.4 + -31),-9.6
472,5 / (-23 * -5),0.0434782609
473,-8.6 / 9,-0.9555555556
474,-8 * (-2.6 / 0.7),29.7142857143
475,7.2 / 21,0.3428571429
476,(23 - 19) - -5.3,9.3
477,7.8 + (6.5 + 37),51.3
478,(-50 / -35) + -5.8,-4.3714285714
479,-46 + (-20 - -0.5),-65.5
480,(0.3 - 20) * 7.3,-143.81
481,-18 / (-8 * 12),0.1875
482,(-1.6 - -40) - 47,-8.6
483,-5.1 + 11,5.9
484,(-9.4 - 30) / -41,0.9609756098
485,(-25 / 3.4) - 12,-19.3529411765
486,-10 / (-1.7 * 0.1),58.8235294118
487,4.3 - 17,-12.7
488,-22 - (35 + -9.4),-47.6
489,-27 - 2.3,-29.3
490,(-5.3 + -7.8) + 25,11.9
491,-23 / 7,-3.2857142857
492,(-3.1 * 8) / -9.7,2.5567010309
493,(8.7 - -41) + -6.8,42.9
494,(48 - -38) - -33,119
495,(-8 - -3.8) * -45,189
496,(0.9 - -2.8) * -5.7,-21.09
497,20 - (-13 * 13),189
498,(1.5 / -22) + 35,34.9318181818
499,3.1 / 5,0.62
500,(-22 / -0.8) - 49,-21.5
501,(-8.1 - 8) * 2,-32.2
502,-21 - (1 / 0.3),-24.3333333333
503,14 / 29,0.4827586207
504,(2 * 1.8) - 37,-33.4
505,-0.2 * (-8.2 - -1),1.44
506,-5.8 - (28 / -20),-4.4
507,(0.9 + -28) - -46,18.9
508,5.8 / (28 + 47),0.0773333333
509,(7.9 * -25) + 36,-161.5
510,15 + 34,49
511,-37 + (-31 + 31),-37
512,(7.9 - -32) + 14,53.9
513,40 / -46,-0.8695652174
514,-35 - (20 - -44),-99
515,(-41 + -0.7) - 41,-82.7
516,-4 * 14,-56
517,-40 + (36 / -5.2),-46.9230769231
518,(-40 / 17) + 7.8,5.4470588235
519,-28 * -34,952
520,1.5 * (41 + -8.3),49.05
521,-43 - -39,-4
522,-5.4 * (-6 / 6.3),5.1428571429
523,32 * (-46 / 23),-64
524,-33 + 8,-25
525,-8.2 / (6.1 - 6),-82
526,-15 * -8.7,130.5
527,(36 * 39) * -9.1,-12776.4
528,31 + (46 * 7),353
529,20 + (25 + -5.8),39.2
530,-4 + (11 * -42),-466
531,-4 / -6,0.6666666667
532,-13 / (-24 - 16),0.325
533,-35 * (-1 / 6),5.8333333333
534,-31 / (-3.3 * 5.4),1.7396184063
535,(1.8 / -41) * -9.9,0.4346341463
536,(-9 * -4) / 3.9,9.2307692308
537,(-45 / 0.1) / -4.5,100
538,32 / (-40 * 18),-0.0444444444
539,(-31 + -2.6) * 19,-638.4
540,-6.4 / (1 * 7.8),-0.8205128205
541,-1.3 * (30 / -38),1.0263157895
542,21 * 22,462
543,32 + -3.2,28.8
544,28 / -9.7,-2.8865979381
545,(-20 * 45) + 6.1,-893.9
546,(-7.2 - -8.6) + -48,-46.6
547,-7.4 + 7.9,0.5
548,-16 + 30,14
549,(-2.1 - 4.5) + -40,-46.6
550,-1.2 - (-7.4 - 37),43.2
551,31 - 28,3
552,(1.1 / -7.6) / -40,0.0036184211
553,-8.8 / 9.5,-0.9263157895
554,-28 / (28 + 32),-0.4666666667
555,(-36 - 9) / -5.5,8.1818181818
556,-38 * (-1.1 * -29),-1212.2
557,-4 * -9.6,38.4
558,(-2.6 + -21) / -47,0.5021276596
559,0.8 - (11 * 6),-65.2
560,(-25 + 1.4) - -7.3,-16.3
561,(-17 + -2) - -6.1,-12.9
562,-11 + 0.9,-10.1
563,-27 * -37,999
564,-38 - -43,5
565,-8.3 * -6.6,54.78
566,(43 - -19) / 2.1,29.5238095238
567,-18 * -11,198
568,(-4.3 * -18) * 11,851.4
569,(-24 + 25) - 1.1,-0.1
570,(-9 / 5.6) + -27,-28.6071428571
571,(18 - 6.9) - 45,-33.9
572,-1.7 * -26,44.2
573,2 / -48,-0.0416666667
574,-32 + -16,-48
575,6.9 / -23,-0.3
576,7.9 - (0.5 * 20),-2.1
577,-3 * -46,138
578,6.6 * (-37 / 1),-244.2
579,-4.1 / 6.5,-0.6307692308
580,0.8 * (3.8 * 21),63.84
581,(50 / 36) - -6.4,7.7888888889
582,(36 / 16) * 3,6.75
583,(-23 + -18) - 4.3,-45.3
584,-3.1 + (11 + 7),14.9
585,-10 / (-4 + 5.1),-9.0909090909
586,(-10 * -5) / -21,-2.380952381
587,(2 + -13) * -4,44
588,-24 / 7.1,-3.3802816901
589,(-8 * -38) / 4,76
590,20 + (34 * 1.3),64.2
591,(48 * 4.1) - 27,169.8
592,3.2 * (-31 / 5),-19.84
593,21 - (-9.1 * 6.9),83.79
594,(-10 - -5) / 5,-1
595,-31 * 1.7,-52.7
596,-9.6 - 16,-25.6
597,39 + -9,30
598,(22 * -21) - 28,-490
599,-9 / (43 - -1.1),-0.2040816327
600,-47 / -41,1.1463414634
601,-34 + (-25 - -5.8),-53.2
602,-25 - -41,16
603,(-33 * -12) - 3,393
604,5.9 / -29,-0.2034482759
605,8.8 / -42,-0.2095238095
606,(-36 / 17) + -2,-4.1176470588
607,-6.9 / (4.9 / 5.8),-8.1673469388
608,2.3 + (-46 * -25),1152.3
609,6.2 / -26,-0.2384615385
610,8.3 * (-24 * 25),-4980
611,(-2.6 - -5) + 40,42.4
612,-2 + (37 + -38),-3
613,(-33 / 26) / -2,0.6346153846
614,-1.3 - 3,-4.3
615,0.6 - -22,22.6
616,-28 * (-31 + -18),1372
617,(-31 * 8.4) - -7,-253.4
618,4 + 19,23
619,45 + -6.1,38.9
620,32 - -6,38
621,17 / (-7 / -44),106.8571428571
622,7.3 + 4,11.3
623,0.9 + -46,-45.1
624,-6 - 5.9,-11.9
625,-5.4 / -23,0.2347826087
626,(-5.3 * 32) - -1,-168.6
627,23 / (-7 * 8.4),-0.3911564626
628,3.2 * -42,-134.4
629,5.6 * 3,16.8
630,-37 * (-5 / -0.7),-264.2857142857
631,3 + -34,-31
632,-33 / (-3.8 / -2),-17.3684210526
633,(2.4 + 40) / 8.3,5.1084337349
634,-19 * (43 * -19),15523
635,-39 + (44 + 31),36
636,(3 / 6) + -18,-17.5
637,4.7 / 8,0.5875
638,(-0.7 + 27) / -3,-8.7666666667
639,15 + (-37 * 39),-1428
640,-9.7 * -9,87.3
641,-5.2 / (23 / -18),4.0695652174
642,5.7 / 5.5,1.0363636364
643,12 * 8.6,103.2
644,0.7 * (4.4 * -43),-132.44
645,7 - 29,-22
646,9.9 + 46,55.9
647,-7.9 - (-2.8 / -1),-10.7
648,-1.9 - 9,-10.9
649,(-9 * 1.1) / -8,1.2375
650,(48 - -23) / 26,2.7307692308
651,(-4.4 - -11) + -37,-30.4
652,-1 / (-33 + 18),0.0666666667
653,(-8.6 + -42) - -42,-8.6
654,-31 / -20,1.55
655,0.6 + 30,30.6
656,28 + (-46 - 4.1),-22.1
657,(9 / 1.2) / -36,-0.2083333333
658,9.3 + (32 * 29),937.3
659,40 / (-22 - -6.7),-2.614379085
660,3.7 + -20,-16.3
661,4 * (38 / 0.3),506.6666666667
662,(2.2 - -20) + -46,-23.8
663,-3 + (-6 / -5.7),-1.9473684211
664,-49 / 3,-16.3333333333
665,29 - 26,3
666,0.4 - (-21 + -46),67.4
667,1 - 17,-16
668,-6 - (-9 * -26),-240
669,37 / (20 - -9),1.275862069
670,(-5.9 - -15) / 8.5,1.0705882353
671,(6.5 / -8) / -30,0.0270833333
672,-26 * (42 / 15),-72.8
673,-3.3 - (-7.6 + 6.2),-1.9
674,(-5 * -5) / 8.1,3.0864197531
675,-31 - (23 + -45),-9
676,24 - 5.2,18.8
677,2 / -33,-0.0606060606
678,25 * 26,650
679,8.1 + (16 + 41),65.1
680,32 + (-22 - 15),-5
681,(-1 / -7.3) / 40,0.0034246575
682,-2 * 43,-86
683,(4 + -43) / -43,0.9069767442
684,-29 - (31 * 47),-1486
685,-38 + 1.7,-36.3
686,(-44 / -0.2) + 3.1,223.1
687,-5.8 + 34,28.2
688,(47 + 3.9) * 25,1272.5
689,22 * 12,264
690,0.1 * (4 - -50),5.4
691,-31 - (14 + -9.9),-35.1
692,(9 * 21) - 1.7,187.3
693,32 + (-33 / 6.4),26.84375
694,40 / (1.5 / 5),133.3333333333
695,(7 * 32) * -5,-1120
696,(-2 / 34) * -48,2.8235294118
697,6 * 39,234
698,(37 - -3) * 11,440
699,-31 - -41,10
700,-25 - -1.8,-23.2
701,(19 * -18) + -47,-389
702,-45 + -48,-93
703,-50 + -4.9,-54.9
704,(-18 - 11) * -3.2,92.8
705,-38 / 28,-1.3571428571
706,6 - 31,-25
707,-27 * (13 - -14),-729
708,(7 - -4) / 33,0.3333333333
709,(-2.7 + 5.3) - 44,-41.4
710,(-33 - 42) / 44,-1.7045454545
711,9.9 * (10 - 8),19.8
712,(20 * 6.1) * -2.4,-292.8
713,3 / 28,0.1071428571
714,(-18 / -9.8) / -9,-0.2040816327
715,7.5 * (36 / -9.6),-28.125
716,(-6 + 15) - 3,6
717,-25 - (7.2 - 43),10.8
718,(-49 - 7) / 26,-2.1538461538
719,-8 * 24,-192
720,-1.4 * 33,-46.2
721,9.3 + (1.6 * 46),82.9
722,-5 + (7.8 - -47),49.8
723,(5.3 - -17) * 9,200.7
724,9 + (6 + 4.1),19.1
725,-6 - -6.1,0.1
726,-26 * (-16 / -4.2),-99.0476190476
727,-4 - (-5.5 + 16),-14.5
728,7.1 * -17,-120.7
729,(17 - 21) / -39,0.1025641026
730,-43 - (-22 * 8.9),152.8
731,(-6.9 + -46) + -6.7,-59.6
732,(13 / 17) / -3,-0.2549019608
733,-5 / 1.5,-3.3333333333
734,2 - -38,40
735,(28 - -31) + -30,29
736,-25 + -16,-41
737,8 - (-43 + -3.8),54.8
738,(-29 * -6.5) - 20,168.5
739,48 + 1.8,49.8
740,-47 / (-4 * -2.3),-5.1086956522
741,2.4 / -39,-0.0615384615
742,5.4 / (6.4 / 26),21.9375
743,-2.2 * 2,-4.4
744,(6 - 38) * -5,160
745,(47 + 4.6) * 32,1651.2
746,(11 / 13) + -9.9,-9.0538461538
747,-25 - 7.1,-32.1
748,(13 * 7.6) * 50,4940
749,(25 / 1) + 25,50
750,1.3 + 49,50.3
751,-5 * (-33 + 8),125
752,36 - (47 + -40),29
753,(-7 - 46) + 41,-12
754,-41 - (-2 - -8.9),-47.9
755,(31 * 4.7) - -47,192.7
756,38 - 8,30
757,48 * (20 * 5),4800
758,(-22 / -4.3) + 10,15.1162790698
759,-4.1 / -3,1.3666666667
760,-5.6 - -29,23.4
761,-9 * 11,-99
762,39 - (4 - -6.2),28.8
763,-38 / -48,0.7916666667
764,(-35 - -46) - -25,36
765,1.9 * (-2 * 45),-171
766,50 / -49,-1.0204081633
767,-1.7 - (38 / -36),-0.6444444444
768,15 + -32,-17
